tollgate_id,time_window,direction,volume,
"3","[2016-10-31 08:00:00,2016-10-31 08:20:00)","1","113.458"
"3","[2016-10-31 08:00:00,2016-10-31 08:20:00)","0","168.78"
"2","[2016-10-31 08:00:00,2016-10-31 08:20:00)","0","56.8443"
"1","[2016-10-31 08:20:00,2016-10-31 08:40:00)","1","126.35"
"1","[2016-10-31 08:20:00,2016-10-31 08:40:00)","0","129.475"
"3","[2016-10-31 08:20:00,2016-10-31 08:40:00)","1","121.939"
"3","[2016-10-31 08:20:00,2016-10-31 08:40:00)","0","169.127"
"2","[2016-10-31 08:20:00,2016-10-31 08:40:00)","0","59.8997"
"1","[2016-10-31 08:40:00,2016-10-31 09:00:00)","1","127.605"
"1","[2016-10-31 08:40:00,2016-10-31 09:00:00)","0","131.767"
"3","[2016-10-31 08:40:00,2016-10-31 09:00:00)","1","134.511"
"3","[2016-10-31 08:40:00,2016-10-31 09:00:00)","0","160.487"
"2","[2016-10-31 08:40:00,2016-10-31 09:00:00)","0","60.166"
"1","[2016-10-31 09:00:00,2016-10-31 09:20:00)","1","133.984"
"1","[2016-10-31 09:00:00,2016-10-31 09:20:00)","0","126.541"
"3","[2016-10-31 09:00:00,2016-10-31 09:20:00)","1","124.303"
"3","[2016-10-31 09:00:00,2016-10-31 09:20:00)","0","153.235"
"2","[2016-10-31 09:00:00,2016-10-31 09:20:00)","0","59.6324"
"1","[2016-10-31 09:20:00,2016-10-31 09:40:00)","1","116.308"
"1","[2016-10-31 09:20:00,2016-10-31 09:40:00)","0","117.104"
"3","[2016-10-31 09:20:00,2016-10-31 09:40:00)","1","122.458"
"3","[2016-10-31 09:20:00,2016-10-31 09:40:00)","0","145.769"
"2","[2016-10-31 09:20:00,2016-10-31 09:40:00)","0","37.7653"
"1","[2016-10-31 09:40:00,2016-10-31 10:00:00)","1","114.589"
"1","[2016-10-31 09:40:00,2016-10-31 10:00:00)","0","110.077"
"3","[2016-10-31 09:40:00,2016-10-31 10:00:00)","1","101.831"
"3","[2016-10-31 09:40:00,2016-10-31 10:00:00)","0","131.23"
"2","[2016-10-31 09:40:00,2016-10-31 10:00:00)","0","31.312"
"1","[2016-10-31 17:00:00,2016-10-31 17:20:00)","1","105.178"
"1","[2016-10-31 17:00:00,2016-10-31 17:20:00)","0","86.4722"
"3","[2016-10-31 17:00:00,2016-10-31 17:20:00)","1","78.4631"
"3","[2016-10-31 17:00:00,2016-10-31 17:20:00)","0","120.12"
"2","[2016-10-31 17:00:00,2016-10-31 17:20:00)","0","27.8536"
"1","[2016-10-31 17:20:00,2016-10-31 17:40:00)","1","113.851"
"1","[2016-10-31 17:20:00,2016-10-31 17:40:00)","0","71.7042"
"3","[2016-10-31 17:20:00,2016-10-31 17:40:00)","1","80.3549"
"3","[2016-10-31 17:20:00,2016-10-31 17:40:00)","0","118.148"
"2","[2016-10-31 17:20:00,2016-10-31 17:40:00)","0","22.208"
"1","[2016-10-31 17:40:00,2016-10-31 18:00:00)","1","121.446"
"1","[2016-10-31 17:40:00,2016-10-31 18:00:00)","0","54.9713"
"3","[2016-10-31 17:40:00,2016-10-31 18:00:00)","1","84.6478"
"3","[2016-10-31 17:40:00,2016-10-31 18:00:00)","0","104.117"
"2","[2016-10-31 17:40:00,2016-10-31 18:00:00)","0","28.9561"
"1","[2016-10-31 18:00:00,2016-10-31 18:20:00)","1","70.958"
"1","[2016-10-31 18:00:00,2016-10-31 18:20:00)","0","49.5168"
"3","[2016-10-31 18:00:00,2016-10-31 18:20:00)","1","70.6412"
"3","[2016-10-31 18:00:00,2016-10-31 18:20:00)","0","84.9841"
"2","[2016-10-31 18:00:00,2016-10-31 18:20:00)","0","29.2025"
"1","[2016-10-31 18:20:00,2016-10-31 18:40:00)","1","79.3119"
"1","[2016-10-31 18:20:00,2016-10-31 18:40:00)","0","45.8575"
"3","[2016-10-31 18:20:00,2016-10-31 18:40:00)","1","65.9563"
"3","[2016-10-31 18:20:00,2016-10-31 18:40:00)","0","76.2963"
"2","[2016-10-31 18:20:00,2016-10-31 18:40:00)","0","25.7952"
"1","[2016-10-31 18:40:00,2016-10-31 19:00:00)","1","69.6712"
"1","[2016-10-31 18:40:00,2016-10-31 19:00:00)","0","40.6512"
"3","[2016-10-31 18:40:00,2016-10-31 19:00:00)","1","71.6343"
"3","[2016-10-31 18:40:00,2016-10-31 19:00:00)","0","58.6842"
"2","[2016-10-31 18:40:00,2016-10-31 19:00:00)","0","23.6113"
