tollgate_id,time_window,direction,volume,
"3","[2016-10-31 08:00:00,2016-10-31 08:20:00)","1","116.814"
"3","[2016-10-31 08:00:00,2016-10-31 08:20:00)","0","168.761"
"2","[2016-10-31 08:00:00,2016-10-31 08:20:00)","0","60.5192"
"1","[2016-10-31 08:20:00,2016-10-31 08:40:00)","1","130.329"
"1","[2016-10-31 08:20:00,2016-10-31 08:40:00)","0","131.892"
"3","[2016-10-31 08:20:00,2016-10-31 08:40:00)","1","125.857"
"3","[2016-10-31 08:20:00,2016-10-31 08:40:00)","0","169.241"
"2","[2016-10-31 08:20:00,2016-10-31 08:40:00)","0","63.7854"
"1","[2016-10-31 08:40:00,2016-10-31 09:00:00)","1","132.533"
"1","[2016-10-31 08:40:00,2016-10-31 09:00:00)","0","134.218"
"3","[2016-10-31 08:40:00,2016-10-31 09:00:00)","1","138.641"
"3","[2016-10-31 08:40:00,2016-10-31 09:00:00)","0","161.228"
"2","[2016-10-31 08:40:00,2016-10-31 09:00:00)","0","63.9903"
"1","[2016-10-31 09:00:00,2016-10-31 09:20:00)","1","138.563"
"1","[2016-10-31 09:00:00,2016-10-31 09:20:00)","0","129.203"
"3","[2016-10-31 09:00:00,2016-10-31 09:20:00)","1","127.695"
"3","[2016-10-31 09:00:00,2016-10-31 09:20:00)","0","153.266"
"2","[2016-10-31 09:00:00,2016-10-31 09:20:00)","0","62.5948"
"1","[2016-10-31 09:20:00,2016-10-31 09:40:00)","1","117.2"
"1","[2016-10-31 09:20:00,2016-10-31 09:40:00)","0","113.502"
"3","[2016-10-31 09:20:00,2016-10-31 09:40:00)","1","123.105"
"3","[2016-10-31 09:20:00,2016-10-31 09:40:00)","0","140.965"
"2","[2016-10-31 09:20:00,2016-10-31 09:40:00)","0","39.3821"
"1","[2016-10-31 09:40:00,2016-10-31 10:00:00)","1","114.862"
"1","[2016-10-31 09:40:00,2016-10-31 10:00:00)","0","107.816"
"3","[2016-10-31 09:40:00,2016-10-31 10:00:00)","1","102.898"
"3","[2016-10-31 09:40:00,2016-10-31 10:00:00)","0","127.932"
"2","[2016-10-31 09:40:00,2016-10-31 10:00:00)","0","32.9511"
"1","[2016-10-31 17:00:00,2016-10-31 17:20:00)","1","105.841"
"1","[2016-10-31 17:00:00,2016-10-31 17:20:00)","0","84.2397"
"3","[2016-10-31 17:00:00,2016-10-31 17:20:00)","1","80.505"
"3","[2016-10-31 17:00:00,2016-10-31 17:20:00)","0","119.681"
"2","[2016-10-31 17:00:00,2016-10-31 17:20:00)","0","30.3332"
"1","[2016-10-31 17:20:00,2016-10-31 17:40:00)","1","114.798"
"1","[2016-10-31 17:20:00,2016-10-31 17:40:00)","0","70.764"
"3","[2016-10-31 17:20:00,2016-10-31 17:40:00)","1","82.7256"
"3","[2016-10-31 17:20:00,2016-10-31 17:40:00)","0","117.715"
"2","[2016-10-31 17:20:00,2016-10-31 17:40:00)","0","25.3928"
"1","[2016-10-31 17:40:00,2016-10-31 18:00:00)","1","121.755"
"1","[2016-10-31 17:40:00,2016-10-31 18:00:00)","0","55.6625"
"3","[2016-10-31 17:40:00,2016-10-31 18:00:00)","1","87.0604"
"3","[2016-10-31 17:40:00,2016-10-31 18:00:00)","0","103.625"
"2","[2016-10-31 17:40:00,2016-10-31 18:00:00)","0","29.7705"
"1","[2016-10-31 18:00:00,2016-10-31 18:20:00)","1","71.1324"
"1","[2016-10-31 18:00:00,2016-10-31 18:20:00)","0","50.7562"
"3","[2016-10-31 18:00:00,2016-10-31 18:20:00)","1","71.8586"
"3","[2016-10-31 18:00:00,2016-10-31 18:20:00)","0","86.7479"
"2","[2016-10-31 18:00:00,2016-10-31 18:20:00)","0","29.1302"
"1","[2016-10-31 18:20:00,2016-10-31 18:40:00)","1","79.9368"
"1","[2016-10-31 18:20:00,2016-10-31 18:40:00)","0","46.4422"
"3","[2016-10-31 18:20:00,2016-10-31 18:40:00)","1","68.442"
"3","[2016-10-31 18:20:00,2016-10-31 18:40:00)","0","77.0404"
"2","[2016-10-31 18:20:00,2016-10-31 18:40:00)","0","25.7756"
"1","[2016-10-31 18:40:00,2016-10-31 19:00:00)","1","69.8428"
"1","[2016-10-31 18:40:00,2016-10-31 19:00:00)","0","41.6393"
"3","[2016-10-31 18:40:00,2016-10-31 19:00:00)","1","72.7413"
"3","[2016-10-31 18:40:00,2016-10-31 19:00:00)","0","63.4177"
"2","[2016-10-31 18:40:00,2016-10-31 19:00:00)","0","23.3028"
